,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
21658,SULF1,36.4,32.3,43.8,17.7,38.5
21659,SULF1,11.1,118.9,17.1,116.5,5.7
21660,KHNYN,938.9,717.4,800.6,1093.0,1032.5
21661,KHNYN,362.3,400.1,335.1,422.0,293.0
21662,FAM168A,426.8,388.6,378.9,533.8,532.0
21663,CLIP3,18.3,23.2,11.1,18.5,12.4
21664,ZSWIM8,480.6,511.6,579.3,401.5,403.6
21665,AMPD2,875.5,1032.8,1164.6,869.2,801.7
21666,ATP2A2,734.3,798.3,806.0,641.6,822.3
21667,ATP2A2,117.8,131.5,112.5,142.7,133.2
21668,ACTB /// ACTG1,14608.7,15468.2,17448.0,23168.3,22522.8
21669,MYO1B,518.6,106.7,100.5,446.4,545.3
21670,MYO1B,498.9,195.0,131.5,771.3,917.4
21671,ZNF292,325.7,377.2,374.3,314.4,292.0
21672,FEM1B,1189.5,1442.4,1206.7,1126.0,1396.5
21673,ZNF292,1022.0,1491.5,1431.4,934.2,1242.7
21674,ZNF384,985.1,778.6,676.4,855.2,859.3
21675,FAM21A /// FAM21C /// LOC101930591,2409.9,1974.4,2086.2,2446.0,2255.8
21676,DESI2,1512.3,1102.9,1158.5,1483.1,2071.7
21677,MYH10,8795.9,9526.7,10158.9,9765.2,9536.0
21678,FEM1B,572.8,528.3,562.4,489.4,453.0
21679,FEM1B,229.4,173.6,246.2,240.6,214.1
21680,EP400,252.7,372.8,257.9,161.1,193.7
21681,EP400,436.6,363.8,391.8,307.3,406.4
21682,NOTCH2,1435.6,1566.1,1548.7,1389.7,1566.0
21683,GART,3631.0,3613.0,3615.3,3417.9,3674.4
21684,GART,2643.4,2332.0,2583.6,2491.0,2325.3
21685,CMTR1,425.3,461.4,404.4,402.2,563.1
21686,USP24,490.5,610.3,664.3,902.2,876.7
21687,TCF4,228.5,130.0,177.5,102.5,95.4
21688,ATP6V0A1,543.2,602.7,736.1,507.2,564.1
21689,ATP6V1G2-DDX39B /// DDX39B /// SNORD84,821.0,680.7,676.1,396.9,367.7
21690,TCF4,159.8,13.3,78.5,16.0,36.5
21691,TCF4,420.9,204.2,216.0,317.8,110.9
21692,TCF4,47.5,69.3,82.4,41.0,4.3
21693,USP24,575.6,480.7,423.4,350.5,616.4
21694,SBF1,11.5,12.1,16.3,10.7,9.8
21695,LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,55.8,112.5,109.9,68.1,91.5
21696,RPS3A /// SNORD73A,59405.8,59840.2,81182.5,72030.9,65974.6
21697,LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,138.5,121.1,90.4,127.6,185.0
21698,SBF1,76.0,135.4,90.9,180.4,101.2
21699,EMC1,145.1,150.3,248.7,148.5,151.5
21700,EMC1,439.1,532.1,342.9,418.5,432.0
21701,EMC1,541.7,522.7,333.5,378.3,404.6
21702,RDX,3494.2,3371.5,3281.4,5613.7,4635.8
21703,RDX,1150.6,1128.8,1054.4,1607.7,1628.7
21704,VGLL4,1626.5,1829.9,1742.8,1996.1,1561.7
21705,FAM102A,397.8,268.9,393.7,519.7,320.3
21706,CDK11A /// CDK11B,2183.8,1565.5,1616.6,1824.6,2196.0
21707,ZC3H13,1155.6,1103.7,928.4,1073.0,1035.8
21708,UBE3B,427.6,488.5,531.8,549.4,547.5
21709,UBE3B,96.3,107.2,134.4,108.3,128.3
21710,METTL13,2034.2,2044.6,1346.0,1785.5,2328.5
21711,PCMTD2,3564.9,3594.7,3949.6,3775.3,3941.5
21712,METTL13,1623.9,1774.4,1772.6,1548.1,1343.1
21713,TOR1AIP1,3114.4,1966.9,1919.9,3274.3,2696.0
21714,TOR1AIP1,993.3,755.3,736.9,1160.0,1160.5
21715,MICU2,5894.7,6968.0,6790.9,4869.3,5301.6
21716,IMP4,2501.8,2171.0,2332.2,2690.3,2436.2
21717,PDLIM5,5187.5,8295.3,8556.6,6378.0,9443.5
21718,SEPT6,194.3,186.1,159.8,127.7,195.1
21719,GLYR1 /// SEPT6,342.2,235.0,379.4,341.8,311.4
21720,SEPT6,319.8,299.3,353.5,421.5,270.3
21721,SCAMP1,5693.0,6840.8,6211.8,5991.7,5511.9
21722,SCAMP1,4210.8,4248.1,5220.6,3275.3,2325.8
21723,ELF1,919.6,904.7,831.6,1189.0,659.7
21724,ZCCHC24,270.2,407.5,446.0,497.8,473.9
21725,ELF1,810.1,827.0,1065.2,947.3,486.4
21726,KIAA0930,542.7,1068.1,915.8,610.3,480.6
21727,PDCD11,971.3,1059.4,942.6,724.0,1068.7
21728,ZCCHC24,727.8,657.5,910.9,726.2,618.2
21729,PDCD11,685.6,728.4,792.3,504.0,500.7
21730,SCAMP1,281.5,403.6,344.0,110.4,142.0
21731,YWHAQ,14723.3,16882.7,16813.0,15314.9,18219.0
21732,KIAA0368,70.5,64.6,79.7,26.6,101.7
21733,KIAA0368,2521.2,3186.4,2681.9,3058.1,2743.2
21734,GTF3C2,2558.7,2863.0,2478.9,2319.0,2720.4
21735,RBM38,170.3,282.1,300.7,352.5,304.6
21736,HMGXB3,480.9,594.3,348.9,456.9,652.6
21737,GRPEL1,3891.4,4175.4,3928.3,3917.3,4440.7
21738,RPS2 /// SNORA64,49320.1,50692.8,67128.9,62302.0,58420.5
21739,GRPEL1,2333.7,2952.6,2885.0,2310.0,2610.3
21740,TRIM33,1398.7,1638.1,1519.0,1107.3,1477.0
21741,TRIM33,1044.7,967.3,930.4,527.1,659.4
21742,CENPB,268.1,359.9,227.2,310.3,266.6
21743,SNRNP27,1203.5,1105.2,1308.3,1747.1,1175.1
21744,IP6K1,321.5,299.6,366.7,393.2,428.2
21745,SNRNP27,2532.0,2562.2,2565.3,2686.2,2424.8
21746,KIAA0232,1572.8,1741.0,1451.6,1088.5,1808.3
21747,CERS6,5547.0,6555.7,6938.6,3724.8,4351.7
21748,NBEAL2,195.2,340.2,190.6,185.4,306.5
21749,GPRC5A,10.4,7.0,18.8,8.8,9.5
21750,NEDD4L,3103.9,4460.6,3471.7,2736.2,3914.0
21751,CERS6,2836.5,3633.7,3492.8,2147.8,2215.5
21752,KBTBD2,944.1,605.0,779.0,702.1,564.6
21753,NEDD4L,389.9,763.2,820.8,347.2,386.8
21754,LYPLA1,12698.0,14861.1,15884.2,11585.6,11690.3
21755,SECISBP2L,678.3,935.6,731.7,747.1,1179.7
21756,SECISBP2L,2628.3,2555.1,2448.1,1978.8,2747.4
21757,KAT6B,394.2,235.2,258.8,353.5,183.7
21758,KIAA1279,2715.7,2441.3,2091.1,3290.3,2889.8
21759,HNRNPDL,3156.6,3813.0,3701.4,1942.1,3986.8
21760,YTHDC1,2960.7,2163.3,3103.5,2757.5,2677.7
21761,CLUH,1238.1,1502.8,1323.4,1104.7,1378.0
21762,TFE3,1021.7,1259.9,735.0,983.4,1168.3
21763,SPRED2,506.1,362.2,401.6,492.6,611.1
21764,SUCLG2,4074.2,4781.4,4852.1,4551.6,3524.6
21765,SPTSSA,4813.5,5534.6,5281.8,4148.1,4900.6
21766,AZIN1,6167.1,7135.9,7181.0,7797.5,5714.6
21767,KAT6B,1339.6,953.5,945.6,1309.7,1129.4
21768,CD59,699.9,611.1,624.5,742.0,455.7
21769,FN1,2748.1,3869.0,3816.5,7025.3,14915.9
21770,SETD3,2048.7,2017.5,1959.6,1858.6,1827.1
21771,SPRED2,32.4,42.3,5.7,32.6,26.1
21772,DNAJC13,1154.1,932.8,854.2,696.1,1038.8
21773,SPAG9,391.7,439.6,377.2,276.4,256.0
21774,NIPBL,434.4,351.8,349.4,316.3,297.3
21775,SPAG9,1892.7,1388.8,1507.2,1419.2,1958.0
21776,AVL9,285.3,231.4,144.7,267.7,343.1
21777,MICAL2,312.2,321.3,238.6,272.2,314.6
21778,MICAL2,897.3,1209.9,1031.3,919.4,1012.4
21779,AVL9,2217.1,2383.4,2406.9,2171.5,2518.7
21780,AVL9,444.1,499.4,262.3,306.3,432.4
21781,ACAP2,1892.7,1768.8,1390.2,1290.1,1395.2
21782,ACAP2,83.7,4.9,58.0,46.2,74.8
21783,RMND5A,349.8,176.3,332.0,288.5,226.4
21784,RMND5A,1335.1,1038.3,1109.1,1425.4,1251.9
21785,SPECC1L,1045.5,1145.3,1400.7,1580.0,1155.5
21786,TPM4,414.5,367.1,422.0,549.7,754.5
21787,RMND5A,1561.0,1299.8,1522.8,1640.0,1390.4
21788,NIPBL,286.5,241.2,332.7,323.5,226.8
21789,FAM89B,446.2,639.6,404.9,726.5,628.1
21790,GPATCH8,452.1,458.7,499.8,486.8,327.8
21791,FYN,41.6,18.0,5.4,25.2,49.6
21792,GPATCH8,311.9,246.0,253.1,222.4,239.9
21793,COL5A1,14.0,11.3,8.7,50.5,14.2
21794,COL5A1,43.1,7.6,11.1,3.5,3.6
21795,DNAJC8,266.8,259.0,320.0,227.0,283.2
21796,DNAJC8,1935.1,1589.4,1734.8,1687.2,2005.5
21797,KDM4B,3999.2,5923.8,5798.6,3033.0,4862.6
21798,SETD2,807.4,657.2,695.9,623.1,1026.2
21799,TENC1,15.4,54.9,147.4,28.9,72.2
21800,KDM4B,393.8,631.1,558.9,331.2,502.2
21801,KDM4B,1822.4,2873.6,3140.4,1384.8,2457.2
21802,MAPK1IP1L,266.5,300.8,260.3,285.2,399.0
21803,MARCH6,1743.1,2311.3,1805.5,1017.4,1670.5
21804,FCF1 /// MAPK1IP1L,2041.0,2137.9,1710.7,1392.7,1554.4
21805,ADO,2350.6,2592.6,2515.0,1944.4,2205.3
21806,CEBPB,7116.4,3096.3,3262.9,8542.5,5540.4
21807,ADO,3284.2,4229.3,4366.3,2894.1,3265.0
21808,DIP2C,840.1,892.2,730.2,490.6,432.6
21809,DIP2C,762.1,717.9,496.4,537.2,507.0
21810,MAU2,789.9,905.9,1014.5,822.3,832.9
21811,PICALM,2552.4,2525.6,1926.9,2303.5,3095.2
21812,TMEM131,1915.9,1756.7,1459.4,1320.5,1303.9
21813,MOAP1,3710.7,3955.4,4912.5,3969.2,3835.9
21814,MXRA7,464.9,478.7,512.4,553.8,623.3
21815,GPD1L,1596.2,1316.2,1197.4,1142.5,1335.9
21816,PICALM,743.0,845.2,820.1,527.8,743.8
21817,CARM1,281.5,310.5,343.0,238.8,259.5
21818,USP33,3151.5,3322.5,3106.7,3141.3,3089.9
21819,DDX3X,2008.8,1928.1,1860.0,1714.2,2932.3
21820,DDX3X,2531.0,2051.8,2464.4,1734.4,3360.9
21821,ARAP1,261.3,276.4,180.6,312.0,178.3
21822,ATRN,375.6,577.8,455.0,509.2,492.4
21823,PIP5K1C,318.6,326.8,229.6,316.3,296.1
21824,UBE2E1,14894.6,17707.1,17948.0,20291.9,19457.5
21825,SMARCA4,839.0,1046.9,1155.8,580.2,1038.7
21826,PDE8A,799.4,713.8,768.0,586.6,971.8
21827,PDE8A,1688.0,2175.1,1961.6,1399.9,1772.8
21828,SPIDR,409.0,563.5,231.9,477.8,288.0
21829,H2AFX,13.9,32.0,37.8,14.7,15.5
21830,H2AFX,260.8,287.0,133.9,229.8,486.7
21831,SPG20,379.3,511.4,475.8,416.1,22.4
21832,DESI1,755.2,637.5,551.4,629.9,568.4
21833,DESI1,281.7,328.8,283.2,313.5,246.4
21834,LSM12,725.2,737.6,741.3,733.7,609.7
21835,NEK7,4983.1,4681.7,4909.0,5539.7,4633.5
21836,LCN2,225.7,366.0,370.3,69.1,175.0
21837,LSM12,1060.6,1385.8,1236.9,938.3,1070.5
21838,WEE1,3293.0,2926.3,2712.2,3287.9,3333.4
21839,ZNF24,2441.6,2658.5,2689.6,2886.5,3243.5
21840,MEF2A,936.8,970.3,665.5,854.9,690.8
21841,ATP11B,2221.1,2695.8,2842.0,1792.1,2160.7
21842,C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,45922.1,47497.6,62345.9,56113.2,53223.2
21843,DOCK9,695.0,642.3,713.2,609.8,686.3
21844,CHD1L,3305.6,2980.4,3243.0,2776.2,3056.2
21845,CDC34,614.2,653.2,619.6,869.1,689.0
21846,FLAD1,899.7,958.6,751.3,700.5,886.2
21847,PHIP,2778.3,2744.8,2772.0,2139.5,3390.4
21848,AIM1,212.6,161.4,81.6,200.1,229.0
21849,ZNHIT3,3649.2,3144.3,3268.8,4045.9,3284.9
21850,ZHX3,94.2,61.1,22.3,58.8,198.4
21851,FRYL,751.6,655.9,438.2,343.5,682.4
21852,BRD3,1338.9,1365.2,1518.7,1413.1,1018.8
21853,FRYL,1024.6,1153.3,982.2,686.0,624.5
21854,STAT5B,265.8,258.3,331.6,234.1,170.7
21855,STAT5B,293.3,218.7,221.2,170.8,187.9
21856,CAP2,1429.8,1241.7,1553.1,1166.0,873.2
21857,HPCAL1,1104.8,1205.8,1207.8,1254.4,1069.3
21858,RPRD2,1201.2,1150.9,778.8,913.5,889.6
21859,CAP2,2492.5,2708.9,2613.8,2337.8,1905.2
21860,PRKAR1B,171.4,72.9,226.7,202.2,70.1
21861,SCRIB,1340.8,1329.5,1449.6,1147.0,1397.8
21862,ZNF451,882.3,877.6,764.1,909.0,1033.3
21863,SPRY1,154.3,221.9,210.2,195.7,347.5
21864,PRKAR1B,146.3,193.0,149.8,178.0,149.3
21865,SORL1,518.4,354.7,384.1,441.7,439.4
21866,DENND5A,699.1,960.8,1239.1,813.2,686.2
21867,CTSZ,25.0,17.2,68.9,21.9,82.8
21868,BOP1 /// MIR7112,612.2,733.6,480.9,592.7,698.6
21869,KCTD2,153.3,240.6,325.2,297.1,419.1
21870,STK38L,166.4,215.9,325.2,192.8,168.1
21871,MAP4,1205.7,1592.9,1622.5,1164.4,1002.1
21872,MAP4,310.3,238.8,321.7,154.8,146.6
21873,DLAT,4657.5,4825.3,4675.7,4334.1,4277.8
21874,SMCHD1,2767.0,2017.6,1981.4,2129.5,2529.3
21875,ENDOD1,2980.9,1575.3,2685.5,2621.0,2145.0
21876,CHD8,409.4,496.3,346.4,652.5,675.0
21877,STK38L,1691.7,1252.8,1452.0,1403.1,1398.3
21878,ENDOD1,3494.8,3260.1,2935.7,4380.7,4319.9
21879,TMEM259,215.0,307.2,248.8,196.2,272.0
21880,TMEM259,33.5,30.1,6.4,43.2,20.6
21881,MGRN1,696.7,898.8,806.3,791.4,681.0
21882,SMCHD1,2261.1,1552.1,1230.0,1709.6,2207.8
21883,RPS17,41625.4,40779.0,50650.9,49945.1,45448.0
21884,SMCHD1,1551.7,1745.4,1413.0,880.0,1362.2
21885,CAST,30.0,50.0,50.4,46.9,32.0
21886,GAPDH,41801.4,43147.6,59462.5,51990.6,49277.9
21887,OSBPL8,4618.8,4910.4,5262.5,4715.0,3984.7
21888,AQR,183.0,263.4,209.9,217.8,138.7
21889,AQR,1470.3,1441.2,1727.5,1513.7,1540.6
21890,OSBPL8,3175.3,3305.9,3079.2,2773.2,3069.9
21891,CAST,859.2,1648.8,1606.8,918.8,680.5
21892,PTPRC,10.4,3.5,3.9,32.6,12.5
21893,PTPRC,37.9,46.7,34.6,4.5,26.9
21894,RRAS2,2412.2,2742.2,2780.9,2886.4,2128.5
21895,RRAS2,1643.8,1333.3,1458.2,1624.8,1761.7
21896,ARID4B /// RBM34,4230.6,3218.7,3588.5,4664.3,5600.1
21897,IGJ,2.0,3.5,1.8,18.6,2.7
21898,MIR4680 /// PDCD4,6574.1,6609.6,6601.2,8133.5,5026.4
21899,MIR4680 /// PDCD4,562.6,609.4,585.8,470.4,414.2
21900,DAZAP2,3479.8,3833.3,4185.5,4241.9,3413.8
21901,HMGXB4,1343.5,1091.1,1152.6,1123.4,1556.7
21902,HMGXB4,1054.0,955.6,943.4,1050.3,1115.6
21903,WDFY3,161.4,152.9,229.1,52.5,113.3
21904,AUTS2,645.0,780.2,449.2,650.8,376.6
21905,UQCRC2,13803.5,15667.1,17126.6,17429.2,14829.3
21906,ZZEF1,635.6,381.9,511.3,299.5,438.1
21907,WDFY3,549.4,316.3,354.3,492.2,530.1
21908,MRPS31,1544.1,1610.5,1418.3,1421.0,1348.5
21909,MRPS31,2072.8,1936.2,2113.1,1823.8,1682.9
21910,NUDT3,309.7,454.4,416.4,261.0,246.7
21911,WDFY3,457.4,347.6,261.6,302.5,329.9
21912,AKT3,13.8,9.1,61.0,49.2,34.3
21913,NUDT3,761.8,1434.2,1272.8,908.9,847.8
21914,AKT3,62.9,113.2,47.6,13.1,129.8
21915,PTPN11,8330.3,9916.3,9098.1,7704.6,9983.6
21916,DTX4,155.7,173.8,105.4,82.7,132.6
21917,RCOR1,2061.1,1931.5,1829.3,1663.6,2244.4
21918,BTN3A2,59.2,87.2,128.8,133.8,87.1
21919,ARID5B,2248.4,1644.1,1426.8,1464.7,1722.5
21920,CHD9,954.1,959.6,843.2,768.8,818.8
21921,CHD9,1713.0,1864.2,1980.4,1701.6,1716.3
21922,ZNF609,214.9,195.2,192.2,273.4,215.8
21923,ZNF609,18.2,95.5,19.1,88.6,48.9
21924,TMEM194A,700.2,318.2,139.1,556.9,444.2
21925,ZNF609,303.0,329.4,300.3,213.3,227.1
21926,TMEM194A,1540.6,676.8,829.8,1091.3,1266.4
21927,TMEM41B,2696.4,2379.7,2741.7,3050.1,2934.7
21928,TMEM41B,3056.4,2848.3,3140.9,3910.0,3333.1
21929,CHN1,69.0,25.6,27.8,38.3,9.0
21930,STX10,511.2,810.5,610.4,525.1,514.2
21931,HNRNPC,12968.4,11186.3,12766.2,16122.1,17412.5
21932,EXOSC7,2817.0,2948.9,2623.2,3074.3,3879.9
21933,PKN2,2296.9,2061.0,1924.8,1616.5,1972.2
21934,PKN2,1720.7,1764.1,1822.7,1607.8,1585.3
21935,EXOC3,250.5,229.3,281.6,221.4,212.3
21936,STX7,578.0,606.1,582.7,699.5,690.2
21937,STX7,699.1,741.7,870.0,788.7,637.4
21938,UFL1,2916.0,2788.4,2489.3,2450.5,2124.1
21939,UFL1,2728.1,2091.7,2605.9,2835.8,2060.5
21940,TNPO1,1432.1,1124.5,1325.3,801.4,1110.0
21941,QKI,239.8,360.2,307.3,193.4,390.6
21942,WWP1,1664.5,1802.4,1445.3,996.6,1678.8
21943,WWP1,4564.9,4618.1,5019.9,4345.4,5166.5
21944,TUBA1B,35876.8,32397.7,38709.7,36242.1,40252.5
21945,PTPLB,3920.7,3439.2,3388.8,3365.0,4795.2
21946,HIVEP2,204.5,204.6,172.3,187.7,223.8
21947,HIVEP2,356.6,491.5,377.6,300.5,464.9
21948,MAPK1IP1L,14890.8,14217.8,17861.4,17814.7,16768.8
21949,MAPK1IP1L,3232.7,3445.8,3281.6,3051.6,2271.8
21950,BRE,1070.2,1304.5,1503.7,1437.0,1078.1
21951,RFTN1,18.8,12.5,135.1,78.9,106.1
21952,RRAS,178.3,309.0,251.4,431.8,435.2
21953,DHX29,1847.6,1219.4,1228.1,916.1,1810.8
21954,,226.3,228.3,251.2,274.1,540.7
21955,EHBP1,572.2,398.6,486.4,493.5,410.7
21956,RHOBTB1,42.0,68.2,64.6,51.1,55.4
21957,SNX4,2706.3,2855.6,3230.6,2356.3,3019.9
21958,EHBP1,1341.2,992.8,1005.8,1055.3,1522.6
21959,TPM2,10.7,11.8,9.0,11.0,8.5
21960,ZCCHC14,717.0,741.3,635.7,720.7,576.9
21961,TSFM,1925.5,1982.1,2109.7,2241.7,2038.6
21962,IL1RN,240.6,306.0,355.9,338.6,160.1
21963,LHFPL2,273.5,188.0,185.7,241.9,166.5
21964,IL1RN,163.3,137.0,128.1,133.3,61.3
21965,JADE2,621.6,524.6,804.8,408.2,463.4
21966,LOC101060363 /// PPIA,51267.7,54454.4,66067.7,64814.0,61505.2
21967,PVR,196.4,297.3,301.4,276.5,259.6
21968,FKBP15,1415.5,1301.6,689.8,1188.5,1024.5
21969,TUBB4A,71.7,56.3,124.3,118.1,95.9
21970,TIPARP,487.2,395.4,421.6,425.7,503.8
21971,SMURF1,338.7,458.6,425.3,398.3,356.7
21972,SPARC,2.0,2.4,24.7,9.0,23.0
21973,SMURF1,12.9,12.1,7.4,51.8,4.1
21974,CAMK2G,419.3,416.5,312.7,419.3,396.5
21975,ELN,21.2,19.2,27.3,16.0,18.4
21976,HLA-DQA1 /// HLA-DQA2 /// LOC100509457,4.6,44.3,8.0,14.7,13.8
21977,ATM,522.6,594.2,530.6,597.0,597.0
21978,METAP1,2754.4,2350.2,2462.1,2295.6,2313.5
21979,DHX30,807.5,934.0,941.5,823.7,945.5
21980,CEP68,722.1,910.7,1042.3,1002.4,378.5
21981,LOC101930150 /// NF1,1294.1,1076.9,972.3,1094.1,987.8
21982,CEP68,633.9,628.3,481.7,467.9,448.7
21983,LOC101930150 /// NF1,170.9,214.5,228.5,171.2,152.8
21984,TBL2,86.2,69.4,37.1,39.2,32.1
21985,PPP1R14B,2822.0,2550.7,2502.2,2332.5,3157.3
21986,EPB41L3,183.7,104.2,85.9,148.0,90.4
21987,LMF2,17.2,100.1,17.3,55.1,28.3
21988,SLC25A44,600.7,651.3,616.0,381.6,395.1
21989,ZNF3,611.2,739.4,596.5,465.8,658.1
21990,TBL2,3333.2,3866.6,4399.7,3606.6,4448.6
21991,PPM1H,573.9,662.2,528.2,593.9,256.0
21992,LIMS1 /// LIMS3 /// LIMS3L,2365.8,1745.2,1590.6,2115.2,2144.4
21993,PIK3CB,2783.1,2442.7,2300.4,2898.8,2521.9
21994,KDM3A,949.8,1444.5,1334.4,1182.3,847.2
21995,DDHD2,974.0,934.3,1051.0,979.7,942.6
21996,NUP188,932.6,836.5,622.5,816.9,955.6
21997,LRBA,3911.9,5252.3,4620.7,4099.9,3334.2
21998,MDN1,580.1,623.1,592.9,477.6,552.1
21999,PCCB,6542.7,7550.9,8165.3,9274.2,5502.7
22000,CRY2,15.6,64.1,51.5,16.7,31.5
22001,RNF4,2874.7,2279.5,3055.9,2955.4,2979.2
22002,FAM134C,1029.4,1070.9,1163.1,887.5,820.5
22003,SEPT10,2289.8,1613.9,1715.4,2614.9,2017.7
22004,SCAMP5,194.4,200.8,119.7,184.9,127.5
22005,MIR4315-1 /// MIR4315-2 /// MIR6080 /// PLEKHM1 /// PLEKHM1P,164.0,234.4,117.4,41.1,143.3
22006,TLN2,37.2,77.7,36.8,54.7,5.4
22007,BICD2,385.2,515.9,498.3,371.0,677.2
22008,TLN2,37.8,60.1,68.6,103.8,10.8
22009,ZCCHC11,668.0,692.3,534.6,612.0,551.1
22010,PNPLA2,141.2,159.1,29.8,28.2,16.9
22011,LOC102724229 /// RASA4 /// RASA4B,71.4,66.2,88.8,84.0,65.6
22012,LOC102725198 /// RASA4 /// RASA4B /// RASA4CP,8.7,50.7,23.6,22.3,13.9
22013,MSL1,2352.7,2761.2,2639.6,1739.3,1835.4
22014,NUP160,1479.4,1283.2,1272.9,1064.8,1357.4
22015,CAMSAP1,698.4,741.4,834.1,696.0,430.4
22016,CAMSAP1,845.4,862.2,911.9,863.0,647.7
22017,CAMSAP1,436.6,585.1,481.3,514.6,610.1
22018,MFAP4,5.2,7.2,7.9,6.7,10.4
22019,LARP4,2567.3,3162.7,3242.3,2374.3,3059.0
22020,MICAL3,142.8,238.2,190.5,187.3,226.3
22021,EIF3K,11611.4,13027.5,13501.7,14523.0,14054.3
22022,PLEKHM1,641.3,508.3,782.6,780.1,524.3
22023,PAPOLA,9835.3,9651.0,10141.3,8750.4,11069.5
22024,PHLPP1,222.2,231.8,308.1,241.1,255.5
22025,PAPOLA,2004.3,1648.9,1863.0,1630.0,2317.7
22026,SREK1,2767.7,2307.2,2560.2,2251.3,2630.8
22027,JMJD6,487.2,607.3,750.5,740.4,682.5
22028,JMJD6,1393.5,1608.4,1652.7,1384.7,2399.3
22029,RND3,592.8,6.1,11.5,379.9,563.9
22030,TUG1,3911.3,3535.8,3171.2,3159.7,4398.5
22031,PHF2,806.6,931.0,709.9,847.7,794.7
22032,DLG3,573.5,611.4,674.5,643.4,613.0
22033,DLG3,500.8,424.8,376.1,341.8,569.1
22034,DLG3,751.1,747.9,595.7,680.6,748.1
22035,SYNM,349.4,277.6,354.2,337.4,369.0
22036,ANKRD46,1515.2,2245.0,2267.9,1588.6,1481.7
22037,MEG3,34.5,28.8,53.5,14.9,37.5
22038,KIAA0226,693.9,793.0,512.6,702.4,736.4
22039,RPL13 /// SNORD68,44360.3,50217.9,64674.5,54190.4,49562.8
22040,KIAA0226,221.0,295.7,201.7,162.7,233.5
22041,C16orf45,65.1,99.5,167.8,46.0,252.9
22042,GM2A,1237.2,1205.3,1301.1,1554.4,1241.5
22043,ARHGAP19,756.3,444.4,532.2,793.8,798.1
22044,NME4,107.2,93.5,72.6,83.1,25.6
22045,PIK3R4,1473.2,1328.8,1257.2,977.0,1217.2
22046,MAOA,7982.6,13017.7,16987.5,10480.0,5211.0
22047,RNF115,1032.0,898.3,820.2,1002.2,904.5
22048,RCHY1,302.0,217.8,189.5,303.7,134.4
22049,BBS4,1168.2,888.1,824.5,983.9,1479.3
22050,BBS4,588.4,552.9,436.1,665.3,1101.6
22051,CEP170 /// CEP170P1,590.3,501.7,572.5,658.1,599.8
22052,ANKS1A,1095.6,2027.0,1770.0,1633.1,2174.7
22053,MKL1,176.6,168.3,105.1,125.7,168.8
22054,RCHY1,4003.1,3151.4,3278.3,3198.4,3659.9
22055,PPP1R16B,10.6,6.0,10.2,15.3,7.8
22056,UBE2N,1421.0,2531.8,2435.2,1196.5,1565.8
22057,CLASP1,440.4,549.3,482.6,454.2,422.7
22058,PCGF3,767.8,889.0,923.8,737.2,1043.3
22059,MON2,1955.9,1688.4,1771.5,1902.8,2069.3
22060,MON2,43.6,65.6,103.8,57.0,62.8
22061,UBR2,619.3,559.5,525.2,613.0,589.1
22062,CAMK2G,583.8,634.4,602.7,494.8,551.8
22063,LOC100996668 /// ZEB1,23.5,5.0,9.1,49.4,6.3
22064,TCF7L2,64.2,56.2,54.3,80.8,49.8
22065,UBR2,812.9,916.4,1224.5,809.1,769.6
22066,TCF7L2,1085.4,802.2,804.3,1008.8,1158.9
22067,TCF7L2,168.7,195.1,101.1,177.9,185.8
22068,CAMSAP2,439.4,330.3,370.8,401.7,633.1
22069,LOC100996668 /// ZEB1,54.6,32.1,1.9,23.4,38.6
22070,CAMSAP2,1221.3,1199.1,1177.5,1038.2,1526.6
22071,ISG20L2,2450.0,3131.9,3637.1,2600.1,3484.2
22072,MTG1,882.7,629.6,354.5,1064.8,1126.1
22073,OLFM4,1.0,5.6,0.9,1.1,42.2
22074,TLE3,343.4,258.5,349.2,285.6,329.7
22075,TLE3,600.1,553.5,377.9,852.8,579.3
22076,FAM171A1,1102.5,1267.2,1043.0,1061.3,729.5
22077,ABCA2,336.7,270.4,418.5,255.1,307.0
22078,TOMM20,12168.8,13514.1,13338.2,14930.1,11176.5
22079,ZBTB18,1098.8,834.8,891.3,771.2,668.0
22080,OBSL1,204.3,349.6,297.0,451.2,194.9
22081,OBSL1,22.0,75.6,19.0,29.1,20.4
22082,SOS1,197.0,149.2,153.4,233.9,139.0
22083,PACS2,447.8,409.2,460.6,473.7,431.1
22084,KIAA1109,1138.9,942.9,1073.3,726.6,1194.0
22085,SOS1,490.2,411.2,301.4,431.4,398.1
22086,RBBP6,2536.4,2180.3,1825.8,1358.0,1236.0
22087,POLR2J,8117.5,8940.6,10507.6,11378.9,9277.4
22088,RBBP6,1510.4,1550.7,1139.0,1073.3,1429.3
22089,CIC,195.2,191.6,277.8,221.4,218.9
22090,LARP7,2117.5,1590.2,1747.4,1600.3,2122.5
22091,CLEC16A,280.1,298.5,287.4,210.1,177.9
22092,YLPM1,1197.4,985.0,1071.8,1102.6,1133.5
22093,FTL,17305.6,22115.1,26062.2,26903.5,18128.2
22094,NCAPD3,2195.1,1537.1,1250.9,1612.0,2274.1
